0.5311,0.3949,0.6047,0.5265,2
0.725,0.4875,0.6331,0.6448,2
0.5553,0.5801,0.6047,0.6579,2
0.5675,0.5106,0.599,0.5791,2
0.519,0.4875,0.5592,0.5791,2
0.628,0.5106,0.5933,0.6185,2
0.6038,0.5106,0.6047,0.6579,2
0.628,0.5106,0.5763,0.6448,2
0.4947,0.4181,0.5763,0.5922,2
0.6159,0.5338,0.6218,0.6448,2
0.6038,0.5569,0.6104,0.6711,2
0.6038,0.4875,0.582,0.6448,2
0.5553,0.3718,0.5706,0.5922,2
0.5796,0.4875,0.582,0.6054,2
0.5432,0.5801,0.5933,0.6448,2
0.5069,0.4875,0.5763,0.5791,2
